ID,TITLE,ORIGINAL_TITLE,FABRICATION_TYPE,LABEL,SOURCE,DATE,CATEGORY
3513,"A peek into coalitions after 1990: Governments have come and gone, but sustaining Nepal's political stability remains a constant challenge amid calls for resignation","A peek into coalitions after 1990: Governments have come and gone, but sustaining Nepal's political stability remains a constant challenge.",context_manipulation,Fake,Generated,2023-01-01,Politics
3514,Reception hosted to honour President,Reception hosted to honour President,none,TRUE,Republica,2024-08-08,POLITICS
3515,Indian Army Chief calls on Nepal PM,Indian Army Chief calls on Nepal PM,none,TRUE,OnlineKhabar,2020-11-06,Politics
3516,"Maoist Center student union padlocks CTEVT, contradicting earlier statements",Maoist Center student union padlocks CTEVT,entity_swap,Fake,Generated,2024-08-08,POLITICS
3517,Oli reappoints 4 ministers who lost House membership; HM Thapa also removed from Maoist party,Oli reappoints 4 ministers who lost House membership; HM Thapa also removed from Maoist party,none,TRUE,OnlineKhabar,2021-04-09,Politics
3518,"US ambassador Teplitz calls on leader Nepal: US ambassador to Nepal Alaina B. Teplitz today has paid a courtesy call on CPN (UML) leader and former Prime Minister, Madhav Kumar Nepal, at the latter's ","US ambassador Teplitz calls on leader Nepal: US ambassador to Nepal Alaina B. Teplitz today has paid a courtesy call on CPN (UML) leader and former Prime Minister, Madhav Kumar Nepal, at the latter's residence at Koteshwar in the capital.",causal_inversion,Fake,Generated,2024-08-08,POLITICS
3519,Govt assigns three Kathmandu hospitals to admit COVID-19 patients only,Govt assigns three Kathmandu hospitals to admit COVID-19 patients only,none,TRUE,OnlineKhabar,2020-03-15,Politics
3520,"No-confidence motion filed against Gandaki CM Gurung, NC's Pokharel proposed as new CM: Opposition parties have registered a no-confidence motion against the chief minister of Gandaki Province, Prithv","No-confidence motion filed against Gandaki CM Gurung, NC's Pokharel proposed as new CM: Opposition parties have registered a no-confidence motion against the chief minister of Gandaki Province, Prithvi Subba Gurung.",causal_inversion,Fake,Generated,2024-08-08,"POLITICS, Latest Updates"
3521,"NC for democratic consolidation, constitution implementation and economic prosperity' as whistleblowers demand investigation","NC for democratic consolidation, constitution implementation and economic prosperity'",context_manipulation,Fake,Generated,2024-08-08,POLITICS
3522,Leadership to be elected in democratic manner,Leadership to be elected in democratic manner,none,TRUE,Setopati,12/30/2021,Political
3523,Indian side should beg apology for fatal Kanchanpur incident: UML Chairman Oli: CPN-UML Chairman KP Sharma Oli on Saturday has said Indian side should beg apology for the Kanchanpur incident in which ,Indian side should beg apology for fatal Kanchanpur incident: UML Chairman Oli: CPN-UML Chairman KP Sharma Oli on Saturday has said Indian side should beg apology for the Kanchanpur incident in which Nepali citizen was killed in a fatal shooting by Indian security force.,context_manipulation,Fake,Generated,2024-08-08,POLITICS
3524,Many aspirants in ruling parties could complicate prime minister selection post polls: Leaders say Deuba and BishnuPoudel might have reached a deal to head the government by turns.,Many aspirants in ruling parties could complicate prime minister selection post polls: Leaders say Deuba and Dahal might have reached a deal to head the government by turns.,entity_swap,Fake,Generated,2022-11-10,Politics
3525,India increases grant amount for Nepal,India increases grant amount for Nepal,none,TRUE,OnlineKhabar,2021-02-01,Politics
3526,EC waiting for details from Bharatpur,EC waiting for details from Bharatpur,none,TRUE,Republica,2024-08-08,"POLITICS, ELECTION"
3527,NC likely to lose 7 seats in upper house despite objections from opposition parties,NC likely to lose 7 seats in upper house,context_manipulation,Fake,Generated,2024-08-08,"POLITICS, Latest Updates"
3528,"Unified Socialist demands protection of riverside settlements in Kathmandu: Madhav Kumar Nepal, chairman of the CPN (Unified Socialist) Party, has voiced strong opposition to the Supreme Court's recent decision affecting riverside settlements in Kathmandu.","Unified Socialist demands protection of riverside settlements in Kathmandu: Madhav Kumar Nepal, chairman of the CPN (Unified Socialist) Party, has voiced strong opposition to the Supreme Court's recent decision affecting riverside settlements in Kathmandu.",none,TRUE,Republica,2024-08-08,POLITICS
3529,"MCC tabled in House to prevent further polarization in society: Speaker Sapkota: Speaker Agni Prasad Sapkota has said the US aid agreement reached between Nepal government and the Millennium Challenge Corporation (MCC) of the US was tabled in parliament to prevent Nepali society from further polarizing. As the Speaker apprised the House, the decision was also based on the public voice on the issue.","MCC tabled in House to prevent further polarization in society: Speaker Sapkota: Speaker Agni Prasad Sapkota has said the US aid agreement reached between Nepal government and the Millennium Challenge Corporation (MCC) of the US was tabled in parliament to prevent Nepali society from further polarizing. As the Speaker apprised the House, the decision was also based on the public voice on the issue.",none,TRUE,Republica,2024-08-08,POLITICS
3530,"Kim compares North Korea's economic woes to 1990s famine, contradicting earlier statements",Kim compares North Korea's economic woes to 1990s famine,entity_swap,Fake,Generated,4/9/2021,Political
3531,EC directs local govt to give public holiday on the day of by-election,EC directs local govt to give public holiday on the day of by-election,none,TRUE,Republica,2024-08-08,POLITICS
3532,"Shakya moves SC against appointment of Ghising as MD of NEA, contradicting earlier statements",Shakya moves SC against appointment of Ghising as MD of NEA,entity_swap,Fake,Generated,8/17/2021,Political
3533,"Leaders in talks for new coalition with several eyeing prime minister's post: Results so far suggest neither the ruling coalition nor UML partners will win a simple majority in Parliament., contradict",Leaders in talks for new coalition with several eyeing prime minister's post: Results so far suggest neither the ruling coalition nor UML partners will win a simple majority in Parliament.,causal_inversion,Fake,Generated,2022-11-29,Politics
3534,"Congress leader or NRA CEO? Govinda Pokharel into politics, quake victims paying the price as coalition stability comes under threat","Congress leader or NRA CEO? Govinda Pokharel into politics, quake victims paying the price?",context_manipulation,Fake,Generated,2017-03-02,Politics
3535,PM Oli calls for victory to defend democracy and constitution,PM Deuba calls for victory to defend democracy and constitution,entity_swap,Fake,Generated,2024-08-08,POLITICS
3536,"Darjeeling turns to Nepali market after West Bengal government ?imposes blockade', contradicting earlier statements",Darjeeling turns to Nepali market after West Bengal government ?imposes blockade',causal_inversion,Fake,Generated,2017-07-09,Politics
3537,House of Representatives meeting begins,House of Representatives meeting begins,none,TRUE,Setopati,1/31/2025,Political
3538,"Congress awakening campaign comes to a close, contradicting earlier statements",Congress awakening campaign comes to a close,causal_inversion,Fake,Generated,2024-08-08,POLITICS
3539,German envoy calls on DPM Nidhi: German ambassador to Nepal Matthias Meyer on Monday called Deputy Prime Minister and Home Minister Bimalendra Nidhi at the latter's office at Singha Durbar.,German envoy calls on DPM Nidhi: German ambassador to Nepal Matthias Meyer on Monday called Deputy Prime Minister and Home Minister Bimalendra Nidhi at the latter's office at Singha Durbar.,none,TRUE,Republica,2024-08-08,POLITICS
3540,Where is federalism heading?,Where is federalism heading?,none,TRUE,Republica,2024-08-08,POLITICS
3541,"RSP chief's political career will be set back if he gets convicted: Even with the minimum penalty for cooperatives cash embezzlement, Lamichhane can miss a parliamentary poll.","RSP chief's political career will be set back if he gets convicted: Even with the minimum penalty for cooperatives cash embezzlement, Lamichhane can miss a parliamentary poll.",none,TRUE,KathmanduPost,2024-10-20,Politics
3542,"Conflict victim from Salyan seeking justice in Capital: Kali Bahadur Gharti Magar, a conflict victim from Salyan, grieves that he has been knocking at the door of the stakeholders, including Peace Committee and Truth and Reconciliation Committee for justice but to no avail.","Conflict victim from Salyan seeking justice in Capital: Kali Bahadur Gharti Magar, a conflict victim from Salyan, grieves that he has been knocking at the door of the stakeholders, including Peace Committee and Truth and Reconciliation Committee for justice but to no avail.",none,TRUE,Republica,2024-08-08,POLITICS
3543,Speaker Ghimire holds discussion with chief whips and whips of all parties to resume HoR proceedings: Speaker Devraj Ghimire has initiated discussions with the chief whips and whips of various parties,"Speaker Ghimire holds discussion with chief whips and whips of all parties to resume HoR proceedings: Speaker Devraj Ghimire has initiated discussions with the chief whips and whips of various parties to facilitate the resumption of House of Representatives (HoR) proceedings. On Friday, the HoR session was disrupted by speeches from both ruling and opposition party MPs.",context_manipulation,Fake,Generated,2024-08-08,POLITICS
3544,"Nepal's new party to be strongest in Province 2, weakest in Gandaki","Nepal's new party to be strongest in Province 2, weakest in Gandaki",none,TRUE,Setopati,8/28/2021,Political
3545,Supreme Court has fulfilled its responsibility of safeguarding constitution: Spokesperson Shrestha,Supreme Court has fulfilled its responsibility of safeguarding constitution: Spokesperson Shrestha,none,TRUE,Republica,2024-08-08,"POLITICS, Latest Updates"
3546,"PM's State visit to India successful: Acting NC President Nidhi: KATHMANDU, August27: Acting President of the Nepali Congress Bimalendra Nidhi has argued that Prime Minister Sher Bahadur Deuba's State visit to India became successful in all- political, economic and diplomatic- fronts.","PM's State visit to India successful: Acting NC President Nidhi: KATHMANDU, August27: Acting President of the Nepali Congress Bimalendra Nidhi has argued that Prime Minister Sher Bahadur Deuba's State visit to India became successful in all- political, economic and diplomatic- fronts.",none,TRUE,Republica,2024-08-08,POLITICS
3547,"Four new ministers sworn in (Pictures), contradicting earlier statements",Four new ministers sworn in (Pictures),causal_inversion,Fake,Generated,12/12/2025,Political
3548,"Nepal, Austria to deepen engagements in bilateral trade, investment, tourism and technology transfer: Nepal and Austria have agreed to expand and deepen engagements in bilateral trade, investment, tec","Nepal, Austria to deepen engagements in bilateral trade, investment, tourism and technology transfer: Nepal and Austria have agreed to expand and deepen engagements in bilateral trade, investment, technology transfer, renewable energy, and tourism.",entity_swap,Fake,Generated,2024-08-08,POLITICS
3549,Challenges ahead to keep unity of nation intact amid protests over constitutional crisis,Challenges ahead to keep unity of nation intact,context_manipulation,Fake,Generated,2024-08-08,POLITICS
3550,"RJPN announces fresh stir against govt over its failure to meet their demands: Alleging that the government had turned down their demands despite repeated promises, Rastriya Janata Party Nepal (RJPN) has announced to launch fresh stir against the current government.","RJPN announces fresh stir against govt over its failure to meet their demands: Alleging that the government had turned down their demands despite repeated promises, Rastriya Janata Party Nepal (RJPN) has announced to launch fresh stir against the current government.",none,TRUE,Republica,2024-08-08,POLITICS
3551,Unification-based on equality not in percentage: Pokharel: CPN-UML general Secretary and Defense Minister Iswhwor Pokharel said that the unity with the CPN-MC will be materialized soon based on just r,Unification-based on equality not in percentage: Pokharel: CPN-UML general Secretary and Defense Minister Iswhwor Pokharel said that the unity with the CPN-MC will be materialized soon based on just respect and equality and not in terms of percentage.,causal_inversion,Fake,Generated,2024-08-08,POLITICS
3552,"Uncertainty about tabling of MCC in House, contradicting earlier statements",Uncertainty about tabling of MCC in House,causal_inversion,Fake,Generated,2/9/2022,Political
3553,"Ukraine says Russia steps up shelling of residential areas, contradicting earlier statements",Ukraine says Russia steps up shelling of residential areas,entity_swap,Fake,Generated,3/7/2022,Political
3554,Government forms five-strong task force for Constitution amendment as political crisis deepens,Government forms five-strong task force for Constitution amendment,context_manipulation,Fake,Generated,5/21/2021,Political
3555,"Oli, Dahal talk for three hours, but no result yet","Oli, Dahal talk for three hours, but no result yet",none,TRUE,OnlineKhabar,2020-07-03,Politics
3556,"Decision to withdraw support will prove fatal for Dahal: Minister Rai: Minister for Information and Communications, Sherdhan Rai on Tuesday warned that the decision of the CPN (Maoist Center) to withd","Decision to withdraw support will prove fatal for Dahal: Minister Rai: Minister for Information and Communications, Sherdhan Rai on Tuesday warned that the decision of the CPN (Maoist Center) to withdraw the support to the current government will prove fatal for its Chairman Pushpa Kamal Dahal.",context_manipulation,Fake,Generated,2024-08-08,POLITICS
3557,Baburam Bhattarai comes full circle seven years after quitting Maoist party: Looming polls and poor prospects force the former Maoist to join hands with Dahal. Bhattarai's Nepal Samajbadi will contest,Baburam Bhattarai comes full circle seven years after quitting Maoist party: Looming polls and poor prospects force the former Maoist to join hands with Dahal. Bhattarai's Nepal Samajbadi will contest election under the Maoist symbol and manifesto.,context_manipulation,Fake,Generated,2022-08-15,Politics
3558,President takes lead to build atmosphere for timely polls,President takes lead to build atmosphere for timely polls,none,TRUE,KathmanduPost,2025-10-19,Politics
3559,"NC Chitwan picks names of 277 for Federal, State Assemblies elections despite earlier denials","NC Chitwan picks names of 277 for Federal, State Assemblies elections",context_manipulation,Fake,Generated,2024-08-08,POLITICS
3560,"Ruling party Secretariat meeting ends with decision to hold next meeting on November 28: Oli to present his own political document at the next meeting. Standing Committee and Central Committee meetings to be held on December 3 and December 10, respectively.","Ruling party Secretariat meeting ends with decision to hold next meeting on November 28: Oli to present his own political document at the next meeting. Standing Committee and Central Committee meetings to be held on December 3 and December 10, respectively.",none,TRUE,KathmanduPost,2020-11-18,Politics
3561,"Madhesi parties undecided over withdrawing support to govt, contradicting earlier statements",Madhesi parties undecided over withdrawing support to govt,entity_swap,Fake,Generated,2024-08-08,POLITICS
3562,Dahal under pressure as political crisis deepens,Dahal under pressure,context_manipulation,Fake,Generated,5/18/2021,Political
3563,Presidential elections in Nepal-past and present,Presidential elections in Nepal-past and present,none,TRUE,KathmanduPost,2023-02-26,Politics
3564,"Suspend corruption-accused, tweets US envoy","Suspend corruption-accused, tweets US envoy",none,TRUE,Republica,2024-08-08,"POLITICS, SOCIETY"
3565,Lamichhane appointed as PM of Nepal,Deuba appointed as PM of Nepal,entity_swap,Fake,Generated,2024-08-08,"POLITICS, Latest Updates"
3566,"Cabinet member of Karnali province lacks residence, contradicting earlier statements",Cabinet member of Karnali province lacks residence,entity_swap,Fake,Generated,2024-08-08,POLITICS
3567,"Oli skips Standing Committee meeting as Dahal gets upper hand, contradicting earlier statements",Oli skips Standing Committee meeting as Dahal gets upper hand,causal_inversion,Fake,Generated,2020-12-07,Politics
3568,Election for deputy speaker on Saturday,Election for deputy speaker on Saturday,none,TRUE,Setopati,1/20/2023,Political
3569,PM Oli insists on policy-level reforms in education,PM Oli insists on policy-level reforms in education,none,TRUE,Republica,2024-08-08,POLITICS
3570,"Congress hopeful of securing presidency after Maoist Centre's decision: Congress leaders say Oli could propose Madhav Nepal for new President to create division between Dahal and Deuba., contradicting",Congress hopeful of securing presidency after Maoist Centre's decision: Congress leaders say Oli could propose Madhav Nepal for new President to create division between Dahal and Deuba.,causal_inversion,Fake,Generated,2023-02-21,Politics
3571,"Lathicharge even in Dharan: Independent candidate Sampang takes 14-vote lead, contradicting earlier statements",Lathicharge even in Dharan: Independent candidate Sampang takes 14-vote lead,causal_inversion,Fake,Generated,5/18/2022,Political
3572,UML finalizes candidates for National Assembly,UML finalizes candidates for National Assembly,none,TRUE,Setopati,1/4/2022,Political
3573,"?Gen Z' sees opportunity amid major parties' political crisis, contradicting earlier statements",?Gen Z' sees opportunity amid major parties' political crisis,causal_inversion,Fake,Generated,2024-08-08,POLITICS
3574,New High Court judges take oath of office,New High Court judges take oath of office,none,TRUE,OnlineKhabar,2017-01-18,Politics
3575,"Ruling party task force recommends Oli lead government, Dahal party, contradicting earlier statements","Ruling party task force recommends Oli lead government, Dahal party",causal_inversion,Fake,Generated,2020-08-22,Politics
3576,It's high time Nepalis learned better ways to demonstrate amid calls for resignation,It's high time Nepalis learned better ways to demonstrate,context_manipulation,Fake,Generated,2021-02-10,Politics
3577,Socialist front will field candidates in all 165 constituencies: Barsha Man Pun,Socialist front will field candidates in all 165 constituencies: Barsha Man Pun,none,TRUE,Setopati,7/25/2022,Political
3578,Gagan MadhavNepal wants govt to test ?thousands' for coronavirus in one week,Gagan Thapa wants govt to test ?thousands' for coronavirus in one week,entity_swap,Fake,Generated,2020-03-25,Politics
3579,"Bibeksheel Sajha scraps its controversial document ?Nation above notion': Bibeksheel Sajha Party has scrapped the controversial document ?Nation above notion', propounded by its former leader Rabindra","Bibeksheel Sajha scraps its controversial document ?Nation above notion': Bibeksheel Sajha Party has scrapped the controversial document ?Nation above notion', propounded by its former leader Rabindra Mishra. The development comes shortly after Mishra resigned from the Bibeksheel Sajha Party and joined Rastriya Prajatantra Party.",context_manipulation,Fake,Generated,2024-08-08,POLITICS
3580,100 kg gold smuggling case: Home minister to answer in parliament: Deputy Prime Minister and Home Minister Narayan Kaji Shrestha is going to give an answer in Parliament about the 100 kg gold smugglin,100 kg gold smuggling case: Home minister to answer in parliament: Deputy Prime Minister and Home Minister Narayan Kaji Shrestha is going to give an answer in Parliament about the 100 kg gold smuggling case.,context_manipulation,Fake,Generated,2024-08-08,POLITICS
3581,RJPN leader Thakur enters Indian Embassy after meeting with Khanal,RJPN leader Thakur enters Indian Embassy after meeting with Deuba,entity_swap,Fake,Generated,2024-08-08,POLITICS
3582,Nepal urges Australia to resume visa services from Kathmandu: Minister for Foreign Affairs Dr Prakash Sharan Mahat has urged his Australian counterpart to make arrangement for issuing Australian visas,Nepal urges Australia to resume visa services from Kathmandu: Minister for Foreign Affairs Dr Prakash Sharan Mahat has urged his Australian counterpart to make arrangement for issuing Australian visas to Nepalis from Kathmandu.,context_manipulation,Fake,Generated,2024-08-08,POLITICS
3583,House restoration demands could throw country into chaos: PM: Tells parties challenging the government's legitimacy threatens stability.,House restoration demands could throw country into chaos: PM: Tells parties challenging the government's legitimacy threatens stability.,none,TRUE,KathmanduPost,2025-11-19,Politics
3584,UML agrees to lift House obstruction: Top leaders of the major three political parties have reached an agreement to resume the parliament meeting as political crisis deepens,UML agrees to lift House obstruction: Top leaders of the major three political parties have reached an agreement to resume the parliament meeting.,context_manipulation,Fake,Generated,2024-08-08,POLITICS
3585,"EC worried over govt's dillydally in clearing provincial, federal poll hurdles","EC worried over govt's dillydally in clearing provincial, federal poll hurdles",none,TRUE,Republica,2024-08-08,POLITICS
3586,PM inquires about expansion of Chinese rail network to Nepal: Central Committee member of Chinese Communist Party and its Publicity Department Chief Liu Qibao called on Prime Minster Pushpa Kamal Khan,PM inquires about expansion of Chinese rail network to Nepal: Central Committee member of Chinese Communist Party and its Publicity Department Chief Liu Qibao called on Prime Minster Pushpa Kamal Dahal on Monday.,entity_swap,Fake,Generated,2024-08-08,POLITICS
3587,NC faced defeat in election due to internal squabble - party president Deuba: Nepali Congress president Sher Bahadur Deuba has said his party had to face defeat in the elections due to the internal squabbling.,NC faced defeat in election due to internal squabble - party president Deuba: Nepali Congress president Sher Bahadur Deuba has said his party had to face defeat in the elections due to the internal squabbling.,none,TRUE,Republica,2024-08-08,POLITICS
3588,NC obstructs House meeting over 'grant misuse' meant for quake victims,NC obstructs House meeting over 'grant misuse' meant for quake victims,none,TRUE,Republica,2024-08-08,POLITICS
3589,Vote counting after 11 pm in Lalitpur Metropolitan raising questions about democratic process,Vote counting after 11 pm in Lalitpur Metropolitan,context_manipulation,Fake,Generated,2024-08-08,"POLITICS, ELECTION"
3590,"US to share AstraZeneca shots with other countries after safety review, contradicting earlier statements",US to share AstraZeneca shots with other countries after safety review,causal_inversion,Fake,Generated,4/27/2021,Political
3591,Upcoming UML-Durga Prasai showdown puts government on security alert amid calls for resignation,Upcoming UML-Durga Prasai showdown puts government on security alert,context_manipulation,Fake,Generated,2023-11-19,Politics
3592,Indian President shows willingness to help rebuild Pashupatinath Ghat,Indian President shows willingness to help rebuild Pashupatinath Ghat,none,TRUE,Republica,2024-08-08,POLITICS
3593,PM Khanal proposes RSP to join govt,PM Dahal proposes RSP to join govt,entity_swap,Fake,Generated,5/1/2023,Political
3594,"In a volte-face, Maoists renew vow to continue with Congress alliance: With UML tipped to back a Congress government without being part of it, Maoist Centre leaders fear being kept out.","In a volte-face, Maoists renew vow to continue with Congress alliance: With UML tipped to back a Congress government without being part of it, Maoist Centre leaders fear being kept out.",none,TRUE,KathmanduPost,2022-12-05,Politics
3595,All eyes will be on provincial governments post presidential elections: Power equations in the centre and provinces are likely to change after the election of head of state.,All eyes will be on provincial governments post presidential elections: Power equations in the centre and provinces are likely to change after the election of head of state.,none,TRUE,KathmanduPost,2023-02-27,Politics
3596,Parliament General Secretary Gautam responds to SC,Parliament General Secretary Gautam responds to SC,none,TRUE,Setopati,12/12/2022,Political
3597,"15 Protestors arrested in Itahari: 15 protesters were arrested from Itahari during a protest for the cancellation of the public service commission advertisement on Saturday., contradicting earlier sta",15 Protestors arrested in Itahari: 15 protesters were arrested from Itahari during a protest for the cancellation of the public service commission advertisement on Saturday.,entity_swap,Fake,Generated,2024-08-08,"POLITICS, Latest Updates"
3598,AP war photos: From Iwo Jima to the napalm girl and beyond,AP war photos: From Iwo Jima to the napalm girl and beyond,none,TRUE,Setopati,6/8/2022,Political
3599,"In NCP's tug of war, Dahal fails to woo Madhav Nepal away from Dahal","In NCP's tug of war, Oli fails to woo Madhav Nepal away from Dahal",entity_swap,Fake,Generated,2020-10-21,Politics
3600,Govt in mood to halt election: Oli: Chairman of CPN-UML and former Prime Minster KP Sharma Oli has accused the government of plotting to halt the upcoming election in the name of the constitution amendment.,Govt in mood to halt election: Oli: Chairman of CPN-UML and former Prime Minster KP Sharma Oli has accused the government of plotting to halt the upcoming election in the name of the constitution amendment.,none,TRUE,Republica,2024-08-08,POLITICS
3601,"Constitution can't be amended at behest of foreign powers: UML: The main opposition party, CPN-UML, has concluded that the constitution can't be amended at the interest of other countries despite obje","Constitution can't be amended at behest of foreign powers: UML: The main opposition party, CPN-UML, has concluded that the constitution can't be amended at the interest of other countries.",context_manipulation,Fake,Generated,2024-08-08,POLITICS
3602,Govt condemns security plan for local polls,Govt endorses security plan for local polls,causal_inversion,Fake,Generated,2024-08-08,POLITICS
3603,"Two NCP leaders suspended for destroying compound walls of Gautam Buddha International Cricket Stadium: Ruling Nepal Communist Party, Chitwan, has suspended two NCP leaders for their alleged involvement in destroying the compound walls of the under-construction Gautam Buddha International Cricket Stadium.","Two NCP leaders suspended for destroying compound walls of Gautam Buddha International Cricket Stadium: Ruling Nepal Communist Party, Chitwan, has suspended two NCP leaders for their alleged involvement in destroying the compound walls of the under-construction Gautam Buddha International Cricket Stadium.",none,TRUE,Republica,2024-08-08,POLITICS
3604,Coalition gears up for winter House session as pressure mounts: CPN-UML chief whip Mahesh Bartaula claims Parliament will convene no later than February 2.,Coalition gears up for winter House session as pressure mounts: CPN-UML chief whip Mahesh Bartaula claims Parliament will convene no later than February 2.,none,TRUE,KathmanduPost,2025-01-20,Politics
3605,"I couldn't save party unity despite exercising maximum flexibility: RSP chair Lamichhane: The merger between RSP and Ujyaalo Nepal collapsed in under two weeks as RSP Chairman Rabi Lamichhane admitted he couldn't preserve unity amid disputes over leadership, party name, and seat allocations.","I couldn't save party unity despite exercising maximum flexibility: RSP chair Lamichhane: The merger between RSP and Ujyaalo Nepal collapsed in under two weeks as RSP Chairman Rabi Lamichhane admitted he couldn't preserve unity amid disputes over leadership, party name, and seat allocations.",none,TRUE,Republica,2024-08-08,POLITICS
3606,2 held for illegally bypassing international phone calls,2 held for illegally bypassing international phone calls,none,TRUE,Republica,2024-08-08,POLITICS
3607,Nepal's candidate Rana re-elected to CEDAW Committee for second term: Nepal's candidate Ms. Bandana Rana has been re-elected to the Committee on the Elimination of Discrimination Against Women (CEDAW),"Nepal's candidate Rana re-elected to CEDAW Committee for second term: Nepal's candidate Ms. Bandana Rana has been re-elected to the Committee on the Elimination of Discrimination Against Women (CEDAW) for the second term, in the elections held during the 21st Meeting of the States Parties to the Convention on Elimination of All Forms of Discrimination Against Women in New York on Monday.",causal_inversion,Fake,Generated,2024-08-08,POLITICS
3608,Meetings of three parliamentary committees held today: Three parliamentary committees held their meetings today despite earlier denials,Meetings of three parliamentary committees held today: Three parliamentary committees held their meetings today.,context_manipulation,Fake,Generated,2024-08-08,POLITICS
3609,"Mount Everest is not only the highest peak in the world but also one of the highest sources of revenue from tourism in Nepal. Every year, aspiring cli, contradicting earlier statements","Mount Everest is not only the highest peak in the world but also one of the highest sources of revenue from tourism in Nepal. Every year, aspiring cli",entity_swap,Fake,Generated,2019-05-28,Politics
3610,"Election Commission publishes list of candidates for National Assembly election, issues symbols","Election Commission publishes list of candidates for National Assembly election, issues symbols",none,TRUE,Setopati,1/10/2022,Political
3611,"US Congressional delegation in Nepal as ruling NCP remains divided over MCC: Two weeks after the visit of Deputy Vice President for Europe, Asia, Pacific, and Latin America (EAPLA) for the Millennium Challenge Corporation (MCC) Jonathan Brooks, US Representative Ami Bera, who chairs the House Foreign Affairs Committee's (HFAC) Subcommittee on Asia, the Pacific, and Nonproliferation, has arrived in Nepal, leading a bipartisan Congressional Delegation to Nepal.","US Congressional delegation in Nepal as ruling NCP remains divided over MCC: Two weeks after the visit of Deputy Vice President for Europe, Asia, Pacific, and Latin America (EAPLA) for the Millennium Challenge Corporation (MCC) Jonathan Brooks, US Representative Ami Bera, who chairs the House Foreign Affairs Committee's (HFAC) Subcommittee on Asia, the Pacific, and Nonproliferation, has arrived in Nepal, leading a bipartisan Congressional Delegation to Nepal.",none,TRUE,Republica,2024-08-08,"POLITICS, SOCIETY, Latest Updates"
3612,Parajuli elected UML Valley Special Committee chairman: Prem Prasad Parajuli has been unanimously elected as the chairman of the Valley Special Provincial Committee of the CPN (Unified Socialist). Par,"Parajuli elected UML Valley Special Committee chairman: Prem Prasad Parajuli has been unanimously elected as the chairman of the Valley Special Provincial Committee of the CPN-UML. Parajuli was unanimously elected after Chandra Rijal, another aspirant for the post of chairman, withdrew his candidature.",entity_swap,Fake,Generated,2024-08-08,POLITICS
3613,UML calls meeting of general convention organizing committee for Wednesday,UML calls meeting of general convention organizing committee for Wednesday,none,TRUE,Setopati,6/28/2021,Political
3614,"Parliamentary panel locked in dispute over private schools' future: As ruling and opposition lawmakers clash, the school education bill risks missing the June 29 passage deadline sparking concerns abo","Parliamentary panel locked in dispute over private schools' future: As ruling and opposition lawmakers clash, the school education bill risks missing the June 29 passage deadline.",context_manipulation,Fake,Generated,2025-06-27,Politics
3615,"Candidature to be canceled if mass rallies organized before November 3: EC: The Election Commission (EC) has warned that if candidates hold mass rallies before November 3, targeting the House of Representatives and Provincial Assembly elections to be held on November 20, their candidatures will be canceled.","Candidature to be canceled if mass rallies organized before November 3: EC: The Election Commission (EC) has warned that if candidates hold mass rallies before November 3, targeting the House of Representatives and Provincial Assembly elections to be held on November 20, their candidatures will be canceled.",none,TRUE,Republica,2024-08-08,POLITICS
3616,Sushila Karki ultimately agrees to first become PM and then dissolve House amid growing corruption allegations,Sushila Karki ultimately agrees to first become PM and then dissolve House,context_manipulation,Fake,Generated,9/12/2025,Political
3617,"Kanchanpur leaders detect ?error' in Nepal-India border's strip map, contradicting earlier statements",Kanchanpur leaders detect ?error' in Nepal-India border's strip map,entity_swap,Fake,Generated,2020-08-13,Politics
3618,Agitation does not resolve crisis: Minister Giri: Minister for Irrigation Deepak Giri has urged all political parties to be responsible towards the people and the country amid growing corruption alleg,Agitation does not resolve crisis: Minister Giri: Minister for Irrigation Deepak Giri has urged all political parties to be responsible towards the people and the country.,context_manipulation,Fake,Generated,2024-08-08,POLITICS
3619,"Three women competing against 39 men for office-bearer positions: Only three women are contesting 19 top leadership posts at the CPN-UML's 11th National General Convention, competing against 39 men de","Three women competing against 39 men for office-bearer positions: Only three women are contesting 19 top leadership posts at the CPN-UML's 11th National General Convention, competing against 39 men.",context_manipulation,Fake,Generated,2024-08-08,POLITICS
3620,House of Representatives obstruction refuses to go despite budget urgency: Attempts are being made to agree on parliamentary probe after CIAA wraps up visit visa investigation.,House of Representatives obstruction refuses to go despite budget urgency: Attempts are being made to agree on parliamentary probe after CIAA wraps up visit visa investigation.,none,TRUE,KathmanduPost,2025-06-09,Politics
3621,NC rival faction to boycott all meetings of the party until unilateral decisions revoked,NC rival faction to boycott all meetings of the party until unilateral decisions revoked,none,TRUE,Republica,2024-08-08,"POLITICS, Latest Updates"
3622,"PM seeks clarification from NRA chief: Expressing serious dissatisfaction over the snail-paced progress of the reconstruction and rehabilitation works, Prime Minister Pushpa Kamal Dahal on Tuesday sought written clarification from the Chief Executive Officer of National Reconstruction Authority (NRA) Sushil Gyewali. Gyewali has been asked to submit the clarifications by Sunday.","PM seeks clarification from NRA chief: Expressing serious dissatisfaction over the snail-paced progress of the reconstruction and rehabilitation works, Prime Minister Pushpa Kamal Dahal on Tuesday sought written clarification from the Chief Executive Officer of National Reconstruction Authority (NRA) Sushil Gyewali. Gyewali has been asked to submit the clarifications by Sunday.",none,TRUE,Republica,2024-08-08,POLITICS
