ID,CATEGORY,TITLE,BODY,SOURCE,DATE,FABRICATION_TYPE,ORIGINAL_TITLE,LABEL
10783,POLITICS,Dahal hopeful of MCC deal's endorsement from Parliament,,OnlineKhabar,2020-02-19,none,Dahal hopeful of MCC deal's endorsement from Parliament,TRUE
10784,POLITICAL,Meeting of reinstated House today,,Setopati,2021-07-18,none,Meeting of reinstated House today,TRUE
10785,POLITICAL,CJ Rana stopped from returning to duty by security persons at his residence,,Setopati,2022-09-18,none,CJ Rana stopped from returning to duty by security persons at his residence,TRUE
10786,POLITICAL,NC calls central committee meeting for Sept 21,,Setopati,2023-09-13,none,NC calls central committee meeting for Sept 21,TRUE
10787,POLITICAL,NC leader Chandra Bhandari announces candidacy for party president,,Setopati,2025-12-10,none,NC leader Chandra Bhandari announces candidacy for party president,TRUE
10788,POLITICAL,Chaos as thousands flee Afghanistan after Taliban takeover,,Setopati,2021-08-16,none,Chaos as thousands flee Afghanistan after Taliban takeover,TRUE
10789,POLITICS,Oli to visit India in first foreign trip,,KathmanduTimes,2023-01-15,entity_swap,Dahal to visit India in first foreign trip,Fake
10790,POLITICAL,I had warned Deuba he may suffer fate of Sushil Koirala,,Setopati,2022-12-27,none,I had warned Deuba he may suffer fate of Sushil Koirala,TRUE
10791,POLITICS,UN sends 10-pg letter to Nepal demanding peace process progress,,OnlineKhabar,2019-04-17,none,UN sends 10-pg letter to Nepal demanding peace process progress,TRUE
10792,POLITICAL,SC moved against OAG decision to not try Balen over passport controversy,,PahariTribune,2023-04-02,entity_swap,SC moved against OAG decision to not try Lamichhane over passport controversy,Fake
10793,POLITICAL,Court records statement of 15 accused in fake Bhutanese refugees scam,,Setopati,2023-06-01,none,Court records statement of 15 accused in fake Bhutanese refugees scam,TRUE
10794,POLITICS,"Four-party taskforce fails to end Nepal Parliament standoff, top leaders to hold discussions",,OnlineKhabar,2016-06-28,none,"Four-party taskforce fails to end Nepal Parliament standoff, top leaders to hold discussions",TRUE
10795,POLITICS,"Despite withdrawing support for the government nine months ago, the Rastriya Janata Party Nepal has quit the ruling Nepal Communist Party in an elec",,KathmanduTimes,2019-12-20,minimal_inversion,"Despite withdrawing support for the government nine months ago, the Rastriya Janata Party Nepal has ",Fake
10796,POLITICS,RJPN-Forum demands 55 constituencies for partnership with Congress,,OnlineKhabar,2017-10-10,none,RJPN-Forum demands 55 constituencies for partnership with Congress,TRUE
10797,POLITICAL,President Paudel's political advisor Sunil Thapa refuses to resign,,KathmanduTimes,2025-12-16,minimal_inversion,President Paudel's political advisor Sunil Thapa resigns,Fake
10798,POLITICS,Nepal Prez Paudel calls parties to form majority government,,NepalAlert,2016-08-01,entity_swap,Nepal Prez Bhandari calls parties to form majority government,Fake
10799,POLITICS,New parties say they will pick ministers based on expertise and experience,,Kathmandu Post,2023-01-03,none,New parties say they will pick ministers based on expertise and experience,TRUE
10800,POLITICAL,UN passes 'Aggression against Ukraine' resolution with support of 141 countries including Nepal,,Setopati,2022-03-03,none,UN passes 'Aggression against Ukraine' resolution with support of 141 countries including Nepal,TRUE
10801,POLITICS,Ruling party Secretariat endorses task force formed to resolve ongoing conflict,,Kathmandu Post,2020-08-17,none,Ruling party Secretariat endorses task force formed to resolve ongoing conflict,TRUE
10802,POLITICS,NCP submits registration application for Nov 30 by-elections,,OnlineKhabar,2019-09-12,none,NCP submits registration application for Nov 30 by-elections,TRUE
10803,POLITICS,"Constitution amendment demand is irrelevant, focus on development instead",,OnlineKhabar,2018-07-20,none,"Constitution amendment demand is irrelevant, focus on development instead",TRUE
10804,POLITICAL,Speaker Ghimire inspects Parliament building damaged by arson (Pictures),,Setopati,2025-09-18,none,Speaker Ghimire inspects Parliament building damaged by arson (Pictures),TRUE
10805,POLITICS,UML's 11th general convention kicks off in Bhaktapur,,Kathmandu Post,2025-12-13,none,UML's 11th general convention kicks off in Bhaktapur,TRUE
10806,POLITICAL,State and foreign powers colluded to woo our lawmakers,,Setopati,2021-07-01,none,State and foreign powers colluded to woo our lawmakers,TRUE
10807,POLITICAL,"SC issues show cause notice in petition against Dahal, Bhattarai",,Setopati,2023-06-13,none,"SC issues show cause notice in petition against Dahal, Bhattarai",TRUE
10808,POLITICAL,"NC's Surendra Acharya appointed minister for women, children and senior citizens",,Setopati,2023-05-07,none,"NC's Surendra Acharya appointed minister for women, children and senior citizens",TRUE
10809,POLITICS,Deuba: IGP appointment none of my business,,OnlineKhabar,2017-02-12,none,Deuba: IGP appointment none of my business,TRUE
10810,POLITICS,Maoist launches broadside at ruling coalition,,PahariTribune,2022-01-24,entity_swap,UML launches broadside at ruling coalition,Fake
10811,POLITICS,Minister meets banned party's leader in jail,,OnlineKhabar,2021-02-02,none,Minister meets banned party's leader in jail,TRUE
10812,POLITICS,Naya Shakti warns of leaving alliance if it is not given 15 constituencies,,OnlineKhabar,2017-10-12,none,Naya Shakti warns of leaving alliance if it is not given 15 constituencies,TRUE
10813,POLITICS,Parties race to finalise pending bills ahead of new House session,,Kathmandu Post,2025-01-03,none,Parties race to finalise pending bills ahead of new House session,TRUE
10814,POLITICS,New forces came and went. Will emerging parties be different?,,Kathmandu Post,2023-04-30,none,New forces came and went. Will emerging parties be different?,TRUE
10815,POLITICAL,Judge Shree Krishna Bhattarai refuses to resign after Karki becomes chief justice,,NepalPulse,2023-06-26,minimal_inversion,Judge Shree Krishna Bhattarai resigns after Karki becomes chief justice,Fake
10816,POLITICAL,Splitting UML was a mistake,,Setopati,2025-08-01,none,Splitting UML was a mistake,TRUE
10817,POLITICS,Oli-Dahal's Nepal Communist Party faces name duplication charge again,,OnlineKhabar,2018-08-14,none,Oli-Dahal's Nepal Communist Party faces name duplication charge again,TRUE
10818,POLITICS,Nepa: National Party expels lawmaker Laxman Rajbanshi,,OnlineKhabar,2017-01-19,none,Nepa: National Party expels lawmaker Laxman Rajbanshi,TRUE
10819,POLITICS,House committee endorses land bill after months-long debate,,Kathmandu Post,2025-08-22,none,House committee endorses land bill after months-long debate,TRUE
10820,POLITICS,Election Commission accuses govt of trying to restrict financial autonomy,,OnlineKhabar,2019-02-06,none,Election Commission accuses govt of trying to restrict financial autonomy,TRUE
10821,POLITICAL,SC orders KMC to collect garbage from Singha Durbar,,Setopati,2023-04-21,none,SC orders KMC to collect garbage from Singha Durbar,TRUE
10822,POLITICAL,"Bhattarai, Yadav call separate meetings of JSP central committee",,Setopati,2022-07-10,none,"Bhattarai, Yadav call separate meetings of JSP central committee",TRUE
10823,POLITICAL,PM Deuba discusses MCC with Deuba and Nepal,,HimalayaTribune,2022-02-15,entity_swap,PM Deuba discusses MCC with Dahal and Nepal,Fake
10824,POLITICAL,Janmat Party ministers resign,,GorkhaPost,2023-02-05,entity_swap,Rastriya Swatantra Party ministers resign,Fake
10825,POLITICS,"NCP secretariat meeting on Saturday, standing committee on Sunday",,OnlineKhabar,2020-07-17,none,"NCP secretariat meeting on Saturday, standing committee on Sunday",TRUE
10826,POLITICS,"Dahal PM Prachanda, Federal Alliance top leaders start talks; three-point deal in focus",,HimalPost,2016-08-05,entity_swap,"Nepal PM Prachanda, Federal Alliance top leaders start talks; three-point deal in focus",Fake
10827,POLITICAL,House rejects proposal banning personal deposit of over Rs 2.5 m in cooperatives,,Setopati,2024-02-07,none,House rejects proposal banning personal deposit of over Rs 2.5 m in cooperatives,TRUE
10828,POLITICS,Punarbas border dispute,,OnlineKhabar,2018-05-03,none,Punarbas border dispute,TRUE
10829,POLITICS,Only 2 benches at Supreme Court on Monday,,OnlineKhabar,2020-10-05,none,Only 2 benches at Supreme Court on Monday,TRUE
10830,POLITICS,NCP Dahal-Nepal camp's strike,,OnlineKhabar,2021-02-04,none,NCP Dahal-Nepal camp's strike,TRUE
10831,POLITICAL,"NC won't try to break coalition, they will break if their interests don't align",,HimalayaTribune,2022-08-14,entity_swap,"UML won't try to break coalition, they will break if their interests don't align",Fake
10832,POLITICS,Congress joins ally UML in push to oust Deputy Speaker,,Kathmandu Post,2024-09-12,none,Congress joins ally UML in push to oust Deputy Speaker,TRUE
10833,POLITICAL,Oli seeks clear answer from Nepal on presidential election,,NepalVoice,2023-02-22,entity_swap,Oli seeks clear answer from Dahal on presidential election,Fake
10834,POLITICS,A top US diplomat has claimed that China's influence has grown in Nepal so the Tibetan Buddhist community is facing increased restrictions in the coun,,Kathmandu Post,2019-10-23,none,A top US diplomat has claimed that China's influence has grown in Nepal so the Tibetan Buddhist community is facing increased restrictions in the coun,TRUE
10835,POLITICS,Leftist alliance cannot overpower democrats in Nepal,,OnlineKhabar,2017-10-05,none,Leftist alliance cannot overpower democrats in Nepal,TRUE
10836,POLITICS,The prime minister is in the dark. Or at least he says so.,,Kathmandu Post,2019-07-12,none,The prime minister is in the dark. Or at least he says so.,TRUE
10837,POLITICS,Gachhadar's Democratic Forum merged into CPN-UML,,PahariTribune,2017-10-16,entity_swap,Gachhadar's Democratic Forum merged into Nepali Congress,Fake
10838,POLITICS,Prime Minister Dahal confirms using children during Maoist insurgency,,YetiNews,2023-07-25,minimal_inversion,Prime Minister Dahal denies using children during Maoist insurgency,Fake
10839,POLITICS,"When the constitution was being finalised in Kathmandu in 2015, there were massive protests in the districts along the southern plains. Madhesis, Jana",,Kathmandu Post,2019-10-21,none,"When the constitution was being finalised in Kathmandu in 2015, there were massive protests in the districts along the southern plains. Madhesis, Jana",TRUE
10840,POLITICAL,Decision to seek explanation from Bhusal rejected,,HimalPost,2022-06-15,minimal_inversion,Decision to seek explanation from Bhusal endorsed,Fake
10841,POLITICS,House panel for giving retirement to civil servants at 60,,OnlineKhabar,2019-11-14,none,House panel for giving retirement to civil servants at 60,TRUE
10842,POLITICS,"The standing committee meeting of the ruling Oli Communist Party concluded on Sunday, without deciding on major contentious issues, which will now b",,GorkhaPost,2019-12-23,entity_swap,"The standing committee meeting of the ruling Nepal Communist Party concluded on Sunday, without deci",Fake
10843,POLITICS,CIAA commissioner Joshi refuses to resign 'protesting Rai's appointment',,NepalAlert,2021-02-03,minimal_inversion,CIAA commissioner Joshi resigns 'protesting Rai's appointment',Fake
10844,POLITICAL,NATO vows to guard 'every inch of territory' as Russia fumes,,Setopati,2022-07-01,none,NATO vows to guard 'every inch of territory' as Russia fumes,TRUE
10845,POLITICAL,UML gives Wednesday deadline to rebels to deactivate candidacy,,KathmanduExpress,2022-05-03,entity_swap,NC gives Wednesday deadline to rebels to deactivate candidacy,Fake
10846,POLITICAL,Evacuations under way in Mariupol; Pelosi visits Ukraine,,Setopati,2022-05-02,none,Evacuations under way in Mariupol; Pelosi visits Ukraine,TRUE
10847,POLITICS,(Updated) Ram Kumari Jhakri released after 5.5 hours,,OnlineKhabar,2021-02-11,none,(Updated) Ram Kumari Jhakri released after 5.5 hours,TRUE
10848,POLITICS,"NCP chair Dahal, Congress chief Nepal meet to discuss fate of transitional justice bodies",,KathmanduExpress,2020-01-06,entity_swap,"NCP chair Dahal, Congress chief Deuba meet to discuss fate of transitional justice bodies",Fake
10849,POLITICAL,Subedi leads Renu Dahal by 11 votes in Bharatpur,,Setopati,2022-05-16,none,Subedi leads Renu Dahal by 11 votes in Bharatpur,TRUE
10850,POLITICS,House session ending amid Maoist-NC war over a word,,HimalayaTribune,2024-09-16,entity_swap,House session ending amid Maoist-UML war over a word,Fake
10851,POLITICS,"Deuba smells rat in Budhigandaki agreement cancellation, warns of revoking decision after polls",,RastraNews,2017-11-14,entity_swap,"Oli smells rat in Budhigandaki agreement cancellation, warns of revoking decision after polls",Fake
10852,POLITICAL,Corruption case filed against Madhav Nepal,,Setopati,2025-06-05,none,Corruption case filed against Madhav Nepal,TRUE
10853,POLITICAL,Indian Embassy can now directly invest up to Rs 200 million in projects in Nepal,,Setopati,2024-01-04,none,Indian Embassy can now directly invest up to Rs 200 million in projects in Nepal,TRUE
10854,POLITICS,'Nepali Congress in community' campaign cancelled,,KathmanduTimes,2024-01-27,minimal_inversion,'Nepali Congress in community' campaign launched,Fake
10855,POLITICS,Maoist Centre lawmakers vote to elect parliamentary party leader,,KathmanduExpress,2022-12-21,entity_swap,Nepali Congress lawmakers vote to elect parliamentary party leader,Fake
10856,POLITICAL,Govt formation phase will begin only after PM takes floor test,,Setopati,2023-03-01,none,Govt formation phase will begin only after PM takes floor test,TRUE
10857,POLITICS,Shrestha's nomination rejected for Judicial Council member,,KathmanduTimes,2020-11-27,minimal_inversion,Shrestha's nomination endorsed for Judicial Council member,Fake
10858,POLITICS,"Federal Alliance leaders meet Chinese envoy, request him to press Deuba govt for fulfillment of their demands",,NepalVoice,2016-03-18,entity_swap,"Federal Alliance leaders meet Chinese envoy, request him to press Nepal govt for fulfillment of thei",Fake
10859,POLITICS,Expat push key to Swatantra Party's electoral success,,Kathmandu Post,2022-11-25,none,Expat push key to Swatantra Party's electoral success,TRUE
10860,POLITICS,"UML leads, Congress follows as more results come out",,OnlineKhabar,2017-07-03,none,"UML leads, Congress follows as more results come out",TRUE
10861,POLITICS,Oli-Deuba rift deepens as UML defers central committee meeting ahead of statute convention,,PahariTribune,2025-08-31,entity_swap,Oli-Bhandari rift deepens as UML defers central committee meeting ahead of statute convention,Fake
10862,POLITICS,Parties pick PR candidates amid cries of unfairness,,Kathmandu Post,2022-12-11,none,Parties pick PR candidates amid cries of unfairness,TRUE
10863,POLITICAL,Ruling coalition to finalize modality of electoral alliance by third week of August,,Setopati,2022-08-05,none,Ruling coalition to finalize modality of electoral alliance by third week of August,TRUE
10864,POLITICAL,Maoist to deny active membership to dissidents contesting against official party candidates,,HimalPost,2021-06-18,entity_swap,NC to deny active membership to dissidents contesting against official party candidates,Fake
10865,POLITICAL,Misleading video spread to defame us,,Setopati,2023-11-22,none,Misleading video spread to defame us,TRUE
10866,POLITICAL,3 youths who chanted slogans against PM Nepal sent to prison,,HimalPost,2023-03-27,entity_swap,3 youths who chanted slogans against PM Dahal sent to prison,Fake
10867,POLITICAL,The message Nepal is trying to send through decision on Bhutanese refugees deported from US,,Setopati,2025-07-18,none,The message Nepal is trying to send through decision on Bhutanese refugees deported from US,TRUE
10868,POLITICAL,NC lawmaker Chandra Bhandari to be taken to Mumbai for treatment,,Setopati,2023-02-16,none,NC lawmaker Chandra Bhandari to be taken to Mumbai for treatment,TRUE
10869,POLITICS,"An extradition treaty with China is a key agenda for discussion during Chinese President Xi Jinping's upcoming two-day visit to Nepal. Officials, howe",,Kathmandu Post,2019-10-11,none,"An extradition treaty with China is a key agenda for discussion during Chinese President Xi Jinping's upcoming two-day visit to Nepal. Officials, howe",TRUE
10870,POLITICS,Lok Darshan Regmi appointed Nepal envoy to UK,,OnlineKhabar,2021-01-18,none,Lok Darshan Regmi appointed Nepal envoy to UK,TRUE
10871,POLITICS,Opposition firm against ordinances with House set to sit,,Kathmandu Post,2025-01-31,none,Opposition firm against ordinances with House set to sit,TRUE
10872,POLITICAL,Cabinet to be expanded soon,,Setopati,2021-09-20,none,Cabinet to be expanded soon,TRUE
10873,POLITICS,UDMF nod for govt's provincial demarcation proposal,,OnlineKhabar,2016-01-07,none,UDMF nod for govt's provincial demarcation proposal,TRUE
10874,POLITICS,UML trying every trick in the book to break five-party bond,,Kathmandu Post,2022-12-09,none,UML trying every trick in the book to break five-party bond,TRUE
10875,POLITICS,"Oli smells rat in Budhigandaki agreement cancellation, warns of revoking decision after polls",,OnlineKhabar,2017-11-14,none,"Oli smells rat in Budhigandaki agreement cancellation, warns of revoking decision after polls",TRUE
10876,POLITICAL,Dahal submits written response to Supreme Court in petition against House dissolution,,NepalPulse,2025-11-20,entity_swap,Oli submits written response to Supreme Court in petition against House dissolution,Fake
10877,POLITICAL,"JSP-Deuba decides to endorse 5 ordinances, reject land-related ordinance",,RastraNews,2025-02-11,entity_swap,"JSP-Nepal decides to endorse 5 ordinances, reject land-related ordinance",Fake
10878,POLITICAL,Jhala Nath Khanal's wife seriously burnt after protestors set fire to residence,,Setopati,2025-09-09,none,Jhala Nath Khanal's wife seriously burnt after protestors set fire to residence,TRUE
10879,POLITICAL,Malaysian PM refuses to resign after failing to get majority support,,PahariTribune,2021-08-16,minimal_inversion,Malaysian PM resigns after failing to get majority support,Fake
10880,POLITICAL,Nepali Congress Reform Campaign padlocks party office in Sanepa (Pictures),,Setopati,2025-11-02,none,Nepali Congress Reform Campaign padlocks party office in Sanepa (Pictures),TRUE
10881,POLITICAL,Parties start discussion to pick ministers before Dahal's appointment as PM,,RastraNews,2021-07-13,entity_swap,Parties start discussion to pick ministers before Deuba's appointment as PM,Fake
10882,POLITICAL,North Korea says it test-fired biggest ICBM,,Setopati,2022-03-25,none,North Korea says it test-fired biggest ICBM,TRUE
10883,POLITICS,Deuba transitional justice bodies may get a year's term extension,,RastraNews,2017-01-30,entity_swap,Nepal transitional justice bodies may get a year's term extension,Fake
10884,POLITICAL,NC recommends five for Kathmandu mayor,,Setopati,2022-04-21,none,NC recommends five for Kathmandu mayor,TRUE
10885,POLITICS,Division in Congress adds interest to a foregone conclusion,,Kathmandu Post,2023-01-10,none,Division in Congress adds interest to a foregone conclusion,TRUE
10886,POLITICAL,Renu Dahal extends lead over Subedi to 282 votes,,Setopati,2022-05-17,none,Renu Dahal extends lead over Subedi to 282 votes,TRUE
10887,POLITICAL,President Paudel wishes to bear expenses for treatment in India himself,,Setopati,2023-05-02,none,President Paudel wishes to bear expenses for treatment in India himself,TRUE
10888,POLITICAL,Dr Mishra's appointment as health minister to be halted over CIAA probe against her,,Setopati,2025-09-22,none,Dr Mishra's appointment as health minister to be halted over CIAA probe against her,TRUE
10889,POLITICAL,Brazil senators recommend Bolsonaro face charges over COVID,,Setopati,2021-10-27,none,Brazil senators recommend Bolsonaro face charges over COVID,TRUE
10890,POLITICS,Biplav UMLs claim responsibility for Dhangadhi blast,,HimalayaTribune,2019-07-19,entity_swap,Biplav Maoists claim responsibility for Dhangadhi blast,Fake
10891,POLITICS,Unified Socialist leaders divided over whether to join Oli-led government,,NepalInsider,2023-01-01,entity_swap,Unified Socialist leaders divided over whether to join Dahal-led government,Fake
10892,POLITICAL,NC proposes to elect only chair and general secretary in general convention,,PahariTribune,2021-08-09,entity_swap,UML proposes to elect only chair and general secretary in general convention,Fake
10893,POLITICS,Ex-PM warns of fresh conflict if courts handle conflict-era cases,,Kathmandu Post,2023-08-18,none,Ex-PM warns of fresh conflict if courts handle conflict-era cases,TRUE
10894,POLITICAL,Unified Socialist to hold its first general convention in January,,Setopati,2023-11-08,none,Unified Socialist to hold its first general convention in January,TRUE
10895,POLITICAL,Heavyweight leaders who didn't get Maoist ticket,,KathmanduTimes,2026-01-20,entity_swap,Heavyweight leaders who didn't get NC ticket,Fake
10896,POLITICAL,"Dahal appointed PM for a third time, to be sworn in Monday",,Setopati,2022-12-25,none,"Dahal appointed PM for a third time, to be sworn in Monday",TRUE
10897,POLITICS,"As parties mull repealing ordinance on Political Parties Act, experts say this will raise moral questions",,Kathmandu Post,2021-09-26,none,"As parties mull repealing ordinance on Political Parties Act, experts say this will raise moral questions",TRUE
10898,POLITICAL,What we know about fake Bhutanese refugees scam,,Setopati,2023-05-08,none,What we know about fake Bhutanese refugees scam,TRUE
10899,POLITICS,"With the winter session of Parliament just a couple of weeks away, the ruling Deuba Communist Party has two names for the post of House Speaker-Subash",,RastraNews,2019-12-03,entity_swap,"With the winter session of Parliament just a couple of weeks away, the ruling Nepal Communist Party ",Fake
10900,POLITICS,Nepali Congress: Paudel camp's lunch meeting moots anti-Dahal alliance,,GorkhaPost,2018-11-12,entity_swap,Nepali Congress: Paudel camp's lunch meeting moots anti-Deuba alliance,Fake
10901,POLITICS,Protesting Maoist Centre students burn PM's effigy,,KathmanduTimes,2019-01-27,entity_swap,Protesting Nepali Congress students burn PM's effigy,Fake
10902,POLITICS,"NCP's Oli side announces 1,199-member committee for general convention in Nov 2021",,OnlineKhabar,2020-12-22,none,"NCP's Oli side announces 1,199-member committee for general convention in Nov 2021",TRUE
10903,POLITICAL,Darchula incident seems to have occurred in presence of SSB,,Setopati,2021-08-31,none,Darchula incident seems to have occurred in presence of SSB,TRUE
10904,POLITICS,The winter session of federal parliament is just about to commence. But neither the Parliament Secretariat nor the government knows exactly when. The,,Kathmandu Post,2019-12-06,none,The winter session of federal parliament is just about to commence. But neither the Parliament Secretariat nor the government knows exactly when. The,TRUE
10905,POLITICAL,Federal ministers airlifted to secure location,,Setopati,2025-09-09,none,Federal ministers airlifted to secure location,TRUE
10906,POLITICS,"Despite call for changes in Maoist Centre, old guard clings on to power",,NepalInsider,2020-08-23,entity_swap,"Despite call for changes in Nepali Congress, old guard clings on to power",Fake
10907,POLITICS,Dahal succeeds to walk the talk on enacting laws demanded by provinces,,KathmanduTimes,2024-02-29,minimal_inversion,Dahal fails to walk the talk on enacting laws demanded by provinces,Fake
10908,POLITICS,Lekhak proposes holding 15th Congress convention by mid-December 2025,,YetiNews,2024-02-16,entity_swap,Thapa proposes holding 15th Congress convention by mid-December 2025,Fake
10909,POLITICS,4 ministers had protested Oli's House dissolution proposal,,OnlineKhabar,2020-12-20,none,4 ministers had protested Oli's House dissolution proposal,TRUE
10910,POLITICAL,Seven parties stage sit-in protest against appointment of new chief minister in Madhesh,,Setopati,2025-11-12,none,Seven parties stage sit-in protest against appointment of new chief minister in Madhesh,TRUE
10911,POLITICS,Nepal's confidant Nembang not confident about constitutionality of House dissolution,,GorkhaPost,2021-01-05,entity_swap,Oli's confidant Nembang not confident about constitutionality of House dissolution,Fake
10912,POLITICS,Dahal wants to make the New Year a point to promote unity,,GorkhaPost,2019-04-12,entity_swap,Deuba wants to make the New Year a point to promote unity,Fake
10913,POLITICS,Majority Congress delegates demand special convention,,Kathmandu Post,2025-10-16,none,Majority Congress delegates demand special convention,TRUE
10914,POLITICS,Dahal-Oli faction tells commission to solve NCP dispute first before thinking of polls,,NepalVoice,2021-02-14,entity_swap,Dahal-Nepal faction tells commission to solve NCP dispute first before thinking of polls,Fake
10915,POLITICS,Election Commission,,OnlineKhabar,2020-12-23,none,Election Commission,TRUE
10916,POLITICAL,Khanal rules out immediate unification of Unified Socialist with UML,,Setopati,2023-02-22,none,Khanal rules out immediate unification of Unified Socialist with UML,TRUE
10917,POLITICS,Maoist Centre registers its own constitution amendment bill,,HimalayaTribune,2020-06-03,entity_swap,Nepali Congress registers its own constitution amendment bill,Fake
10918,POLITICS,UML central members divided over demand for Parliament reinstatement,,Kathmandu Post,2025-10-16,none,UML central members divided over demand for Parliament reinstatement,TRUE
10919,POLITICAL,"Friction among Taliban pragmatists, hard-liners intensifies",,Setopati,2021-09-16,none,"Friction among Taliban pragmatists, hard-liners intensifies",TRUE
10920,POLITICAL,President to return home Sunday evening after treatment in India,,Setopati,2023-04-30,none,President to return home Sunday evening after treatment in India,TRUE
10921,POLITICAL,Ex-minister Raghuji Panta and his two brothers' families rendered homeless after arson attack,,Setopati,2025-09-16,none,Ex-minister Raghuji Panta and his two brothers' families rendered homeless after arson attack,TRUE
10922,POLITICS,Nepali Congress alone in insisting on House reinstatement,,PahariTribune,2025-10-16,entity_swap,CPN-UML alone in insisting on House reinstatement,Fake
10923,POLITICS,State should not favour any religion,,OnlineKhabar,2018-12-25,none,State should not favour any religion,TRUE
10924,POLITICS,China-US face-off over Taiwan puts Khadka's visit to north in limbo,,Kathmandu Post,2022-08-05,none,China-US face-off over Taiwan puts Khadka's visit to north in limbo,TRUE
10925,POLITICS,Coalition-Congress rift widens as attacks get personal,,Kathmandu Post,2024-05-20,none,Coalition-Congress rift widens as attacks get personal,TRUE
10926,POLITICS,Prabhu Sah: Dahal is only option after Deuba,,NepalAlert,2020-04-29,entity_swap,Prabhu Sah: Dahal is only option after Oli,Fake
10927,POLITICAL,UML picks Vice-Chairman Nembang as presidential candidate,,Setopati,2023-02-25,none,UML picks Vice-Chairman Nembang as presidential candidate,TRUE
10928,POLITICS,Storm is brewing over UML as factions up the ante against each other,,Kathmandu Post,2021-03-26,none,Storm is brewing over UML as factions up the ante against each other,TRUE
10929,POLITICAL,Maoist Center picks candidates for National Assembly,,Setopati,2022-01-04,none,Maoist Center picks candidates for National Assembly,TRUE
10930,POLITICS,Coalition offers House panel chair to Janmat Party eyeing support in Koshi Province,,HimalPost,2023-08-28,entity_swap,Coalition offers House panel chair to RPP eyeing support in Koshi Province,Fake
10931,POLITICAL,Rastriya Swatantra Party suspends Lamichhane as party president,,HimalPost,2023-01-29,minimal_inversion,Rastriya Swatantra Party reinstates Lamichhane as party president,Fake
10932,POLITICAL,Dispute about representatives on eve of Janmat Party general convention,,NepalVoice,2021-12-01,entity_swap,Dispute about representatives on eve of RPP general convention,Fake
10933,POLITICS,"Dahal, NCP secretariat members call on Chinese President Xi",,OnlineKhabar,2019-10-13,none,"Dahal, NCP secretariat members call on Chinese President Xi",TRUE
10934,POLITICAL,PM Dahal instructs to start process to reappoint Ghising as MD of NEA,,HimalPost,2021-08-03,entity_swap,PM Deuba instructs to start process to reappoint Ghising as MD of NEA,Fake
10935,POLITICAL,UML Center's Angbo to stake claim for Koshi CM from ruling coalition,,RastraNews,2023-10-12,entity_swap,Maoist Center's Angbo to stake claim for Koshi CM from ruling coalition,Fake
10936,POLITICS,Maoist Centre to discuss mahasamiti issues at CWC meeting Tuesday,,YetiNews,2018-11-05,entity_swap,Nepali Congress to discuss mahasamiti issues at CWC meeting Tuesday,Fake
10937,POLITICAL,Russia denies looking for pretext to invade Ukraine,,Setopati,2022-01-18,none,Russia denies looking for pretext to invade Ukraine,TRUE
10938,POLITICS,Budget blocked amid criticism from both ruling and opposition lawmakers,,KathmanduExpress,2025-06-25,minimal_inversion,Budget passed amid criticism from both ruling and opposition lawmakers,Fake
10939,POLITICS,"Nepal PM KP Oli wants Home Minister Sapkota out, CPN-Maoist Centre refuses to oblige",,YetiNews,2016-06-06,entity_swap,"Nepal PM KP Oli wants Home Minister Basnet out, CPN-Maoist Centre refuses to oblige",Fake
10940,POLITICS,Nepal Communist Party Chairs KP Sharma Oli and Pushpa Kamal Dahal have pointed out a host of issues that are dogging the party and called on the party,,Kathmandu Post,2019-12-16,none,Nepal Communist Party Chairs KP Sharma Oli and Pushpa Kamal Dahal have pointed out a host of issues that are dogging the party and called on the party,TRUE
10941,POLITICS,Final results published in 51 local units; NC in lead,,NepalVoice,2017-05-17,entity_swap,Final results published in 51 local units; UML in lead,Fake
10942,POLITICAL,Hearing in rape case of cricketer Rijal stopped after his application,,KathmanduTimes,2023-03-27,entity_swap,Hearing in rape case of cricketer Lamichhane stopped after his application,Fake
10943,POLITICS,Light at the end of tunnel? Dahal Parliament likely to reopen soon,,NepalVoice,2017-01-03,entity_swap,Light at the end of tunnel? Nepal Parliament likely to reopen soon,Fake
10944,POLITICS,"After Dahal, Bamdev Gautam to contest under Maoist Centre's election symbol",,NepalPulse,2022-08-16,entity_swap,"After Bhattarai, Bamdev Gautam to contest under Maoist Centre's election symbol",Fake
10945,POLITICAL,"JSP's Rajesh Man Singh elected Birgunj mayor, NC's Imtiyaz Alam deputy mayor",,Setopati,2022-05-24,none,"JSP's Rajesh Man Singh elected Birgunj mayor, NC's Imtiyaz Alam deputy mayor",TRUE
10946,POLITICS,Oli and Deuba stand by coalition amid unease in ranks,,Kathmandu Post,2025-04-26,none,Oli and Deuba stand by coalition amid unease in ranks,TRUE
10947,POLITICS,Upendra Yadav's JSP-Oli and Mahantha Thakur's LSP agree to reunify,,PahariTribune,2025-12-29,entity_swap,Upendra Yadav's JSP-Nepal and Mahantha Thakur's LSP agree to reunify,Fake
10948,POLITICAL,"Balen Shah cuts lead over Sthapit to 5,373",,GorkhaPost,2022-05-17,minimal_inversion,"Balen Shah extends lead over Sthapit to 5,373",Fake
10949,POLITICS,Two-party blueprint for BRI plan stresses project-based grants,,Kathmandu Post,2024-11-28,none,Two-party blueprint for BRI plan stresses project-based grants,TRUE
